1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,17,18,,,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55.0,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
Twisp River Headwaters 02,Methow,Twisp River Headwaters,yes,yes,yes,,no,yes,2017,"7/16/2001, 8/16/2013",no,0.604316165,972.5545397,,,1465.073945,Twisp River Headwaters 02,,,Upper Twisp River and Tributaries Habitat Assessment,Reach 6,Twisp River,Twisp River Headwaters 02,single,NA,NA,348,NA,Adequate,NA,All reaches of the UTR are rated as adequate condition for this indicator because no human-made fish passage barriers are present that limit upstream or downstream fish passage at any flows.,Adequate,NA,4,14,40,40,2,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,40.0,54.0,"All reaches of the UTR are cobble dominated and have less than 12 percent of the surface represented by fine sediments (less than 6 millimeters [mm]) based on the 2013 stream habitat survey of the UTR (USFS 2014). Reach 6 has the highest proportion of boulders at 40 percent; however, given the relatively steep gradient and channel confinement there, this result if likely similar to historical conditions. Based on the above rating criteria, all reaches of the UTR are rated as adequate condition for this indicator.",Unacceptable,NA,41.8,78.7,32.5,15,NA,"Reaches 1 through 4 and 6 of the UTR do not meet the 42.5 pieces per mile standard; however, they do have moderate future recruitment potential for large wood. Reach 5 exceeds the standards for LWD at 46 pieces per mile and also has good short- and long-term recruitment potential. Based on the above rating criteria, Reaches 1 through 4 and 6 are rated as unacceptable condition for this indicator, while Reach 5 is rated as adequate.",Adequate,NA,NA,60.4,NA,17.2,NA,2.7,"Reaches 2 and 3 of the UTR do not meet the pools per mile frequency standard. The pool frequency in Reach 2 is considerably lower than the standard of 10 pools per mile at 5 pools per mile. The pool frequency in Reach 3 is similar to the standards and would meet the standard if the wetted width was slightly greater. Reaches 1 and 4 through 6 all exceed the pools per mile frequency standard. Pools in these reaches generally have good cover and cool water, with limited fine sediments in pools. Based on the above rating criteria, Reach 2 of the UTR is rated as unacceptable condition for this indicator, Reach 3 is rated as at risk, and Reaches 1 and 4 through 6 are rated as adequate.",Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,17,"Reaches 2 and 4 of the UTR have somewhat limited side channel/off-channel habitat. Side-channel and offchannel rearing habitat is limited due to the moderately confined channel and channel incision in some areas. The amount of side-channel and off-channel habitat is likely less than what would be expected in the absence of human disturbance. Reaches 1, 3, and 5 of the UTR have abundant side-channel/off-channel habitat ranging from 7.9 to 11.9 percent of the total habitat. The off-channel habitat in these reaches includes large beaver dam complexes with ponds, oxbows, and other low-energy backwater areas. Reach 6 has limited side channels and off-channel habitat but that condition is believed to be similar to conditions that would be expected in the absence of human disturbance. Based on the above rating criteria, Reaches 2 and 4 of the UTR are rated as at risk condition for this indicator, while Reaches 1, 3, 5, and 6 are rated as adequate.",Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The riparian areas of the UTR are owned by the USFS and managed according to the Aquatic Conservation Strategy guidelines included in the Northwest Forest Plan (USFS 1994a and 2006) for protecting and restoring riparian and aquatic habitat. The non-wilderness portion of the Twisp River watershed above the confluence with Buttermilk Creek has been designated as Late-Successional Reserve under the Northwest Forest Plan, managed to enhance habitat for late-successional and old growth–related species (USFS 2014). In general, all reaches of the UTR have species composition, seral stage, and structural complexity consistent with a potential native community, although more patches of mature cottonwoods and conifers would be expected under unaltered conditions. Based on the above rating criteria, all reaches of the UTR are rated as adequate condition for this indicator.",Adequate,NA,NA,NA,"Human disturbance in the UTR reaches is limited. The area is owned by the USFS and does not contain agriculture or residential development. The road density in the UTR floodplain is relatively low at 1.4 miles per square mile. Roads that parallel the UTR are generally outside of the riparian zone not impacting riparian habitat. Disturbance on the floodplain is also limited and the area is designated as Late-Successional Reserve and managed to enhance habitat for late-successional and old growth–related species (USFS 2014). There are a number of USFS campgrounds and dispersed campsites along the UTR. Based on the above rating criteria, all reaches of the UTR are rated as adequate condition for this indicator.",At Risk,NA,NA,NA,NA,NA,NA,"The calculated canopy cover in Reaches 1 and 3 of the UTR are less than 50 percent at 45 and 48 percent, respectively. Reaches 2 and 4 through 6 have canopy cover estimates ranging from 50 percent in Reach 5 to 58 percent in Reach 4. Based on the above rating criteria, Reaches 1 and 3 of the UTR are rated as unacceptable condition for this indicator, while Reaches 2 and 4 through 6 are rated as at risk.",Adequate,NA,"Reach 2 of the UTR has somewhat limited floodplain connectivity. Overbank flows are reduced relative to historical frequency in some areas due to channel incision. Reaches 1 and 3 through 6 of the UTR contain areas that are naturally confined and have limited floodplains or have floodplains that are hydrologically linked to the main channel, with evidence of frequent overbank flows, and high functioning riparian areas. The floodplains in Reaches 1 and 3 in particular include large beaver dam complexes and high functioning riparian areas. Based on the above rating criteria, Reach 2 of the UTR is rated as at risk condition for this indicator, while Reaches 1, and 3 through 6 are rated as adequate.",Adequate,NA,"Historical and current channel migration rates have not been determined for the UTR; therefore, this indicator was evaluated based on field observations of channel incision and the presence of armored or eroding banks. There are no artificially armored streambanks limiting channel migration in any of the UTR reaches. Reach 2 is incised and has the highest proportion of eroding banks at 10.3 percent. Channel incision and associated bed and bank armoring are likely impacting the natural rate of channel migration in this reach. Reaches 1 and 3 through 6 have relatively low bank erosion rates from 0.8 percent in Reach 6 to 6.0 percent in Reach 3. The low bank erosion rates are likely due to the naturally boulder-armored streambanks in this relatively confined, highgradient reach. Based on the above rating criteria, Reach 2 of the UTR is rated as at risk condition for this indicator, while Reaches 1 and 3 through 6 are rated as adequate.",Adequate,NA,"The channel is incised in Reach 2 of the UTR and has an average entrenchment ratio of 1.85. The incision has not resulted in a complete disconnection of the floodplain or identifiable change in channel planform. Reaches 1 and 3 through 6 do not appear to exhibit a measurable trend of aggradation or incision and no visible change in channel planform and have reach average entrenchment ratios ranging from 1.41 (naturally confined reach) in Reach 6 to 5.50 in Reach 3. Based on the above rating criteria, Reach 2 of the UTR is rated as at risk condition for this indicator, while Reaches 1 and 3 through 6 are rated as adequate.",NA,Adequate,5,9,NA,83,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Twisp River Lower 01,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2010,,no,0.682389027,1098.200882,,,1652.483489,Twisp River Lower 01,,,Lower Twisp Reach Assessment,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,"There are no anthropogenic barriers in the main channel in Reach 1. However, connectivity is adversely affected by critically lowflow conditions due to upstream irrigation diversions.",Adequate,NA,2,34,45,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,79.0,NA,Unacceptable,NA,73,59,11,3,NA,NA,At Risk,NA,"
",15.7,9,NA,NA,2.7,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,Unacceptable,NA,NA,20,80,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,Unacceptable,NA,NA,At Risk,NA,NA,NA,Unacceptable,4,15,NA,6,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,5,Unacceptable,
Twisp River Lower 02,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2010,7/16/2001,no,1.009225319,1624.193961,,,2442.539671,Twisp River Lower 02,,,Lower Twisp Reach Assessment,Reach 2 (2a),Twisp River,Twisp River Lower 02,single,0.78,1.7,93,NA,At Risk,NA,Irrigation diversion at RM 1.5 poses a potential barrier at low flow. Riprap has cut off connectivity between side channel and main channel habitats.,Adequate,NA,7,29,47,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0,76.0,NA,At Risk,NA,116,86,24,6,NA,NA,At Risk,NA,NA,15.2,6,NA,NA,2.8,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,Unacceptable,NA,NA,14,86,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,Unacceptable,NA,NA,At Risk,NA,NA,NA,Unacceptable,4,15,NA,7,4.23,9.444349,8.052999,71.44815,24.04595,78.4725,82.50265,5.73715,2,Unacceptable,
Twisp River Lower 03,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2010,7/16/2001,no,1.128117682,1815.533054,,,2729.930549,Twisp River Lower 03,,,Lower Twisp Reach Assessment,Reach 3 (2b),Twisp River,Twisp River Lower 03,multiple,1.7,5,94,NA,At Risk,NA,"No barriers in the reach, though downstream barriers limit access to this reach.",Adequate,NA,7,27,41,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0,68.0,NA,Unacceptable,NA,65,58,5,2,NA,NA,Unacceptable,NA,NA,8.9,0,NA,NA,3.1,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,Unacceptable,NA,NA,27,73,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,Unacceptable,NA,NA,At Risk,NA,NA,4C,Unacceptable,4,15,NA,17,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
Twisp River Lower 04,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2010,7/16/2001,no,1.555716486,2503.687999,,,3764.84276,Twisp River Lower 04,,,Lower Twisp Reach Assessment,Reach 3 (2b),Twisp River,Twisp River Lower 04,multiple,1.7,5,94,NA,At Risk,NA,"No barriers in the reach, though downstream barriers limit access to this reach.",Adequate,NA,7,27,41,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0,68.0,NA,Unacceptable,NA,65,58,5,2,NA,NA,Unacceptable,NA,NA,8.9,0,NA,NA,3.1,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,Unacceptable,NA,NA,27,73,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,Unacceptable,NA,NA,At Risk,NA,NA,4C,Unacceptable,4,15,NA,23,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
Twisp River Lower 05,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2010,7/16/2001,no,0.593069745,954.4551448,,,1436.659789,Twisp River Lower 05,,,Lower Twisp Reach Assessment,Reach 3 (2b),Twisp River,Twisp River Lower 05,multiple,1.7,5,94,NA,At Risk,NA,"No barriers in the reach, though downstream barriers limit access to this reach.",Adequate,NA,7,27,41,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0,68.0,NA,Unacceptable,NA,65,58,5,2,NA,NA,Unacceptable,NA,NA,8.9,0,NA,NA,3.1,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,Unacceptable,NA,NA,27,73,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,Unacceptable,NA,NA,At Risk,NA,NA,NA,Unacceptable,5,14,NA,35,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
Twisp River Lower 06,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2010,7/16/2001,no,1.654945858,2663.382514,,,4005.474659,Twisp River Lower 06,,,Lower Twisp Reach Assessment,Reach 5 (3b),NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,"Irrigation diversion at RM 6.5 blocks low flow access to side-channel, push-up levee at RM 6.6 and riprap at RM 6.3 block side-channel and off-channel access.",At Risk,NA,15,26,34,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,60.0,NA,At Risk,NA,165,130,32,3,NA,NA,At Risk,NA,NA,10.5,8,NA,NA,2.7,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,Unacceptable,NA,NA,44,56,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,Unacceptable,NA,NA,Unacceptable,NA,NA,NA,Unacceptable,4,14,NA,42,7.585,49.4414,3.13395,33.59225,4.16845,99.90125,47.42465,3.6082,NA,Unacceptable,
Twisp River Lower 07,Methow,Lower Twisp River,yes,yes,yes,,yes,yes,2010,7/16/2001,no,1.086789148,1749.021093,,,2630.435772,Twisp River Lower 07,,,Lower Twisp Reach Assessment,Reach 6 (3c),Twisp River,Twisp River Lower 07,single,6.7,7.8,97,NA,At Risk,NA,"Channel-spanning fish collection wier at RM 7.25 creates a potential low flow barrier, an irrigation diversion at RM 7.35 creates a side-channel barrier.",At Risk,NA,15,26,34,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,60.0,NA,At Risk,NA,165,130,32,3,NA,NA,Adequate,NA,NA,10.5,8,NA,NA,2.7,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,At Risk,NA,NA,44,56,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,At Risk,NA,NA,At Risk,NA,NA,NA,Unacceptable,4,13,NA,50,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
Methow River Fawn 11,Methow,Methow River-Fawn Creek,yes,yes,yes,,yes,yes,2015,,no,2.000442395,3219.406405,,,4864.443035,Methow River Fawn 11,,,Upper Methow Reach Assessment,Reach 4,Methow River,Methow River Fawn 11,multiple,66.1,71.3,8,NA,Adequate,NA,There are no anthropogenic barriers in the main channel in Reach 4.,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5.0,95,One pebble count: Gravel: 29% Cobble: 66% Sand: 0% Boulder: 5%,Unacceptable,NA,23.2,NA,NA,NA,NA,Limited availability of large wood for future recruitment.,Unacceptable,NA,5,1.7,NA,5,5,4.9,Minimal pool shading and cover,At Risk,NA,NA,NA,4,NA,NA,2,NA,2,NA,limited,6.3,40,"Would expect to have some, but not substantially greater amounts off‚Äêchannel habitat due to natural moderate confinement.",Unacceptable,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,"Seral stage ‚Äê should see more patches of mature trees. Species composition is at risk, due to the riparian zone being primarily Ponderosa Pine with some Western Red Cedar. Understory species such as dogwood were observed.",Unacceptable,NA,23.89,0.33,Minimal amounts of medium‚Äêlarge trees in the riparian buffer available for recruitment of the river via channel migration. Historically much larger trees would have been present.,Unacceptable,NA,10,NA,NA,NA,NA,"A large portion of the river banks are cleared and graded, providing no thermal shading. Very few large trees line the river where there is forest still left. Other residential or agricultural clearing and the relatively young seral stage of riparian vegetation results in minimal thermal shading of the reach.",Unacceptable,NA,"The bridge and associated bank armoring at RM 67.2 near Mazama Reduces connectivity with the floodplain by interrupting floodplain flow paths and concentrating flow in the channel. Occasional other push up levees, armored banks, and the floodplain gravel pit in the river‚Äêleft floodplain at the downstream end of the reach all affect floodplain inundation rates and patterns.",Unacceptable,NA,"The bridge at RM 67.2 near Mazama constrains lateral channel migration. Houses, roads, and other development along the banks also serve to impact bank conditions and channel migration rates. This reach is therefore given an Unacceptable rating.",At Risk,NA,"Subtle channel bed incision resulting in reduced active floodplain connectivity, and alluvial terrace development.",4C,Adequate,4,12,NA,27,3.031667,13.6104,7.076412,8.021712,0,97.38545,79.31317,4.637943,NA,NA,
Methow River Rattlesnake 01,Methow,Methow River-Rattlesnake Creek,yes,yes,yes,,yes,yes,2015,,no,2.323319823,3739.028295,,,5655.26114,Methow River Rattlesnake 01,,,Upper Methow Reach Assessment,Reach 5,Methow River,Methow River Rattlesnake 01,single,69.2,71.3,9,NA,Adequate,NA,There are no anthropogenic barriers in the main channel in Reach 5.,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,60.3,33,1.30,0,NA,1.3,93.3,Three pebble counts: Gravel: 48% & 66% & 67% Cobble: 40% & 31% & 28% Sand = 9% & 2% & 5% Boulder: 3% & 1% & 0%,At Risk,NA,62.5,NA,NA,NA,NA,Moderate availability of large wood for future recruitment.,Adequate,NA,11,5.3,NA,9,9,4.5,Moderate pool shading and cover,Adequate,NA,NA,NA,7,NA,NA,0,NA,7,NA,moderate - adequate,12.6,35.5,Would expect to have greater amounts off channel habitat. Artificial levees are blocking portions of the floodplain at the upstream end of this reach.,At Risk,NA,0,0,67,NA,NA,NA,NA,NA,NA,NA,"Seral stage ‚Äê should see more patches of mature trees. Species composition is adequate‚Äê the overstory was entirely cottonwood which the understory consisted of snowberry, mountain maple, dogwood, and various grasses/forbs.",At Risk,NA,33.32,3.86,Minimal‚Äêmoderate amounts of medium trees in the riparian buffer available for recruitment of the river via channel migration. Historically much larger trees would have been present.,Unacceptable,NA,20,NA,NA,NA,NA,"Portions of the river banks are cleared and graded, providing minimal to no thermal shading on the river channel. Very few large trees line the river banks where they have not been cleared. This relatively young seral stage of riparian trees provides little thermal shading from canopy cover over the main channel of the reach. Secondary channels have somewhat more shading and cover.",At Risk,NA,"There are several riprap or levee features in this reach, though they do not disconnect the floodplain very substantially. They occur near the upstream end of the reach primarily. Road embankments along the river channel and secondary channels also disconnect the floodplain from the channel on river left. Due to these features, the channel is disconnected along portions of this reach, giving it an At Risk rating.",At Risk,NA,"There are a few instances of riprap or levees protecting houses and private property in this reach. These occur near the upstream end of the reach, between RM 70.75‚Äê71.25 primarily. Road embankments along the river channel and secondary channels also limit migration near RM 70 on river right and near RMs 71 and 71.25 on river left. Due to these human features, the channel is migrating below natural rates for this reach and is therefore given an At Risk rating.",At Risk,NA,"Subtle channel bed incision resulting in reduced active floodplain connectivity, and alluvial terrace development.",NA,Adequate,3,12,NA,31,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Methow River Rattlesnake 02,Methow,Methow River-Rattlesnake Creek,yes,yes,yes,,yes,no,2015,,no,1.742827467,2804.814537,,,4240.84198,Methow River Rattlesnake 02,,,Upper Methow Reach Assessment,Reach 6,Methow River,Methow River Rattlesnake 02,multiple,71.3,76,10,NA,Adequate,NA,There are no anthropogenic barriers in the main channel in Reach 6.,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,45,50.5,2.50,0,NA,2.5,95.5,Two pebble counts: Gravel: 40% & 50% Cobble: 56% & 45% Sand: 1% & 3% Boulder: 3% & 2%,Unacceptable,NA,48.3,NA,NA,NA,NA,Moderate availability of large wood for future recruitment.,Adequate,NA,23,6.3,NA,14,14,4.2,Moderate pool shading and cover,At Risk,NA,NA,NA,8,NA,NA,1,NA,7,NA,moderate - adequate,13.7,38.4,Naturally unconfined channel. Historically more side channels would be expected in this reach. Residential building has disconnected floodplain and secondary channel features.,At Risk,NA,0,0,78,NA,NA,NA,NA,NA,NA,NA,"Seral stage ‚Äì Though there are patches of larger trees in the riparian area, historically there would have been greater amounts of mature Cottonwoods, Douglas Fir, and Ponderosa Pine, which would contribute to a healthier structural complexity. Species composition is at risk.",Unacceptable,NA,27.1,4.02,"Moderate amounts of medium‚Äêlarge trees in the riparian buffer are available for recruitment in the middle of this reach, although residential uses along the river have minimized much of the larger and more mature trees that would have been present historically.",At Risk,NA,30,NA,NA,NA,NA,"Portions of the main channel have no canopy cover or shading, while other sections (where there are taller trees in the riparian areas) such as near RM 72.8 or RM 73.5, have up to 50% canopy cover. Secondary channels have somewhat more shading and cover throughout the reach also. Some residential or agricultural clearing along the banks contributes to the low canopy cover and shading of the main channel.",Unacceptable,NA,"There is significant riprap and levees along the channel in this reach. Additionally, a large number of roads are present in the floodplain that restrict floodplain activation throughout the reach, primarily on river left. Due to the high density of human features, the channel is substantially cut off from the floodplain and is therefore given an Unacceptable rating.",Unacceptable,NA,"There are a number of instances of riprap or levees protecting houses and private property in this reach. Additionally, roads built in the floodplain contribute to restricted migration of the channel throughout the reach, primarily on river left. Due to these human features, the channel is migrating significantly below natural rates for this reach and is therefore given an Unacceptable rating.",At Risk,NA,"Reduced channel sinuosity with some potential for incision and reduced floodplain connectivity due to channel confinement by riprap, and levees.",NA,Adequate,4,11,NA,15,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Methow River Rattlesnake 03,Methow,Methow River-Rattlesnake Creek,yes,yes,yes,,yes,yes,2015,,no,1.921515039,3092.384884,,,4677.396961,Methow River Rattlesnake 03,,,Upper Methow Reach Assessment,Reach 6,Methow River,Methow River Rattlesnake 03,multiple,71.3,76,10,NA,Adequate,NA,There are no anthropogenic barriers in the main channel in Reach 6.,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,45,50.5,2.50,0,NA,2.5,95.5,Two pebble counts: Gravel: 40% & 50% Cobble: 56% & 45% Sand: 1% & 3% Boulder: 3% & 2%,Unacceptable,NA,48.3,NA,NA,NA,NA,Moderate availability of large wood for future recruitment.,Adequate,NA,23,6.3,NA,14,14,4.2,Moderate pool shading and cover,At Risk,NA,NA,NA,8,NA,NA,1,NA,7,NA,moderate,13.7,38.4,Naturally unconfined channel. Historically more side channels would be expected in this reach. Residential building has disconnected floodplain and secondary channel features.,At Risk,NA,0,0,78,NA,NA,NA,NA,NA,NA,NA,"Seral stage ‚Äì Though there are patches of larger trees in the riparian area, historically there would have been greater amounts of mature Cottonwoods, Douglas Fir, and Ponderosa Pine, which would contribute to a healthier structural complexity. Species composition is at risk.",Unacceptable,NA,27.1,4.02,"Moderate amounts of medium‚Äêlarge trees in the riparian buffer are available for recruitment in the middle of this reach, although residential uses along the river have minimized much of the larger and more mature trees that would have been present historically.",At Risk,NA,30,NA,NA,NA,NA,"Portions of the main channel have no canopy cover or shading, while other sections (where there are taller trees in the riparian areas) such as near RM 72.8 or RM 73.5, have up to 50% canopy cover. Secondary channels have somewhat more shading and cover throughout the reach also. Some residential or agricultural clearing along the banks contributes to the low canopy cover and shading of the main channel.",Unacceptable,NA,"There is significant riprap and levees along the channel in this reach. Additionally, a large number of roads are present in the floodplain that restrict floodplain activation throughout the reach, primarily on river left. Due to the high density of human features, the channel is substantially cut off from the floodplain and is therefore given an Unacceptable rating.",Unacceptable,NA,"There are a number of instances of riprap or levees protecting houses and private property in this reach. Additionally, roads built in the floodplain contribute to restricted migration of the channel throughout the reach, primarily on river left. Due to these human features, the channel is migrating significantly below natural rates for this reach and is therefore given an Unacceptable rating.",At Risk,NA,"Reduced channel sinuosity with some potential for incision and reduced floodplain connectivity due to channel confinement by riprap, and levees.",NA,Adequate,4,11,NA,10,2.62,14.5158,3.695867,30.0207,34.5804,97.3022,81.78837,3.2318,2,NA,
Methow River Rattlesnake 04,Methow,Methow River-Rattlesnake Creek,yes,yes,yes,,yes,yes,2015,8/5/2003,no,1.606252717,2585.018342,,,3909.825943,Methow River Rattlesnake 04,,,Upper Methow Reach Assessment,Reach 7,NA,NA,NA,NA,NA,NA,NA,Adequate,NA,There are no anthropogenic barriers in the main channel in Reach 7.,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,41.5,51,5.00,0,NA,5.0,92.5,Two pebble counts: Gravel: 32% & 51% Cobble: 56% & 46% Sand: 5% & 0% Boulder: 6% & 4%,Unacceptable,NA,68.4,NA,NA,NA,NA,Moderate‐to‐high availability of large wood for future recruitment.,At Risk,NA,13,7.5,NA,7,7,3.4,NA,At Risk,NA,NA,NA,7,NA,NA,5,NA,2,NA,moderate,19.4,34.4,"Historically more side channels, especially slowmoving channels, would be expected in this reach. Residential building has disconnected the floodplain and secondary channel features.",At Risk,NA,0,0,40,NA,NA,NA,NA,NA,NA,NA,"Seral stage – The riparian zone is relatively young. Historically there would have been patches of larger, mature trees in this reach. Species composition is at risk, with overstory vegetation being primarily cottonwood and some large dogwood, while understory was snowberry, mountain maple, dogwood and grasses/forbs.",At Risk,NA,18.38,0.95,Minimal amounts of medium‐large trees in the riparian buffer available for recruitment of the river via channel migration. Historically much larger trees would have been present.,At Risk,NA,25,NA,NA,NA,NA,"Channel width decreases in this reach that is above the confluence with Lost River. There are fewer cleared areas along the banks due to residential or agricultural purposes, though the legacy of timber harvests along the riparian area has resulted in smaller, younger trees providing less shade and cover along the main channel than would have been found historically. Secondary channels are more shaded and have higher canopy cover percentages than the main channel.",Adequate,NA,"This reach is has few instances of human features in the floodplain that could restrict connectivity with the channel. Therefore, this reach is given an Adequate rating.",Adequate,NA,"This reach is Moderately unconfined, and there are few instances of human features in the floodplain that could restrict channel migration activity. Therefore, this reach is given an Adequate rating.",Adequate,NA,No measurable trend of aggradation or incision and no visible change in channel planform.,NA,Adequate,5,12,NA,27,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,2,NA,
